candidate_id,ministry_code,field_name,sector_name,program_code,fiscal_year,account_type,performance_program_name,program_level_priority_reason_context,drilldown_selection_scope,program_level_reported_target_context_signal,program_context_grain,program_context_disclaimer,project_performance_attributed,drilldown_role,project_id,account_code,account_name_budget_api,activity_code,activity_name_budget_api,subactivity_code,project_name,project_original_budget,project_current_budget,project_expenditure,project_remaining_amount,project_carryover,project_unused,execution_rate,budget_share_within_candidate,remaining_share_within_candidate,budget_rank_within_candidate,project_financial_signal_types,project_status,structural_change_type,financial_quality_level,rank_confidence,budget_ranking_eligible,execution_ranking_eligible,source_trace_v2,work_lane,work_item_status,work_queue_order,work_queue_order_within_ministry,mean_scenario_rank,scenario_rank_range,mean_scenario_rank_within_ministry,scenario_rank_range_within_ministry,exploratory_consensus_order,all_scenario_top_5,all_scenario_top_5_within_ministry,review_intensity,review_intensity_order,next_action,evidence_status,independent_signal_family_count,repeated_signal_family_count,execution_review_signal,project_review_group,project_review_order_within_candidate,review_sequence_overall,review_sequence_within_ministry
075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:436:4000:4062:500,436,국립춘천병원,4062,춘천병원정보화사업(자본),500,"춘천병원 전산주요사업(정보화,자본)",107000000,107000000,106964710,35290,0,35290,0.9996701869158878,0.020097670924117204,3.0319788627170145e-05,4.0,PROGRAM_BUDGET_CONCENTRATION,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,81,41,15.75,47.0,5.75,15.0,9,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,5,704,362
075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:436:4000:4032:500,436,국립춘천병원,4032,춘천병원 정보화사업(손익),500,"춘천병원 전산주요사업(정보화,손익)",86000000,86000000,76493890,9506110,0,9506110,0.8894638372093023,0.016153268219383923,0.008167278148671816,5.0,PROGRAM_BUDGET_CONCENTRATION;MULTIPLE_FINANCIAL_SIGNALS,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,81,41,15.75,47.0,5.75,15.0,9,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,6,705,363
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1152:350,541,고용보험기금,1152,사업주능력개발지원금,350,사업주직업훈련지원금,401405000000,401405000000,398365509610,3039490390,0,3039490390,0.9924278711276641,0.21185127950984536,0.011812848327627747,2.0,ACCOUNTING_ADJUSTMENT_PATTERN,CONTINUING,,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROJECT_FINANCIAL_SIGNAL,1,706,148
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1153:350,541,고용보험기금,1153,중소기업능력개발지원,350,국가인적자원개발컨소시엄지원,144521000000,144521000000,144286860890,234139110,0,234139110,0.9983798955861086,0.07627448279429096,0.0009099715541445581,4.0,ACCOUNTING_ADJUSTMENT_PATTERN;MULTIPLE_FINANCIAL_SIGNALS,CONTINUING,,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROJECT_FINANCIAL_SIGNAL,2,707,149
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1151:352,541,고용보험기금,1151,실업자및근로자능력개발지원,352,내일배움카드(고보),887312000000,887388000000,655434432610,231953567390,32000000,231921567390,0.7386108811590871,0.46830055062702236,0.9014775370387834,1.0,NONE,CONTINUING,,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,3,708,150
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1154:356,541,고용보험기금,1154,한국산업인력공단능력개발사업지원,356,산업현장일학습병행지원,299232000000,299232000000,294609108510,4622891490,0,4622891490,0.9845508117781521,0.1579269866351691,0.01796666842116617,3.0,NONE,CONTINUING,,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,4,709,151
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1160:352,541,고용보험기금,1160,능력개발융자지원(융자),352,직업훈련생계비대부(융자),95559000000,95559000000,78952920000,16606080000,0,16606080000,0.8262217059617618,0.05043359305111125,0.06453881380965727,5.0,NONE,CONTINUING,,CLEAR,HIGH,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,5,710,152
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1155:350,541,고용보험기금,1155,한국폴리텍대학능력개발사업지원,350,기능인력양성및장비확충(폴리텍),53132000000,53132000000,52284400000,847600000,0,847600000,0.9840472784762478,0.028041708954589763,0.0032941608486208368,6.0,NONE,CONTINUING,,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,6,711,153
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1154:350,541,고용보험기금,1154,한국산업인력공단능력개발사업지원,350,중견.중소기업현장훈련지원,11121000000,11121000000,11121000000,0,0,0,1.0,0.005869379004818052,0.0,7.0,NONE,TERMINATED,TERMINATED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,7,712,154
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2023:019:541:1100:1154:355,541,고용보험기금,1154,한국산업인력공단능력개발사업지원,355,외국인력고용지원,2467000000,2467000000,2467000000,0,0,0,1.0,0.001302019423153146,0.0,8.0,NONE,TERMINATED,TERMINATED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2023.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,82,15,4.0,9.0,3.25,3.0,1,False,True,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,8,713,155
075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2022,GENERAL_ACCOUNT,노숙인의사상자지원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:110:1900:1932:301,110,일반회계,1932,의사상자예우,301,의사상자제도 운영지원,57000000,57000000,46175460,10824540,0,10824540,0.8100957894736842,0.007296466973886329,0.005996738820998581,3.0,NONE,OBSERVATION_START,LEFT_CENSORED,RESTRICTED,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,83,42,44.25,84.0,15.0,25.0,40,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,DATA_VALIDATION_FIRST,1,714,364
075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2022,GENERAL_ACCOUNT,노숙인의사상자지원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:110:1900:1932:300,110,일반회계,1932,의사상자예우,300,의사상자지원,2816000000,2816000000,1032119200,1783880800,0,1783880800,0.3665196022727273,0.3604710701484895,0.9882606785502207,2.0,MULTIPLE_FINANCIAL_SIGNALS,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,83,42,44.25,84.0,15.0,25.0,40,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,2,715,365
075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2022,GENERAL_ACCOUNT,노숙인의사상자지원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:110:1900:1931:304,110,일반회계,1931,노숙인등 지원,304,노숙인등 복지지원,4939000000,4939000000,4928634230,10365770,0,10365770,0.9979012411419316,0.6322324628776241,0.005742582628780758,1.0,NONE,OBSERVATION_START,LEFT_CENSORED,NON_BLOCKING,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,83,42,44.25,84.0,15.0,25.0,40,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,LARGE_BUDGET_CONTEXT,3,716,366
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3831:304,434,국립나주병원,3831,나주병원운영(손익),304,나주병원 병원관리 및 운영(손익),5264000000,5264000000,4020647590,1243352410,0,1243352410,0.7638008339665654,0.7318226053107187,0.8845454854340075,1.0,PROGRAM_BUDGET_CONCENTRATION;MULTIPLE_FINANCIAL_SIGNALS,OBSERVATION_START,LEFT_CENSORED,INFORMATIONAL,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,1,717,367
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3861:301,434,국립나주병원,3861,나주병원운영(자본),301,나주병원 병원관리 및 운영(자본),1178000000,1444163720,1378905850,65257870,49178100,16079770,0.9548126925664633,0.16377033226748228,0.04642573885994185,2.0,PROGRAM_BUDGET_CONCENTRATION,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,2,718,368
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3831:301,434,국립나주병원,3831,나주병원운영(손익),301,국립나주병원 건강보험부담금(손익),445000000,447000000,446952470,47530,0,47530,0.9998936689038032,0.061865702766578615,3.3813781663622124e-05,3.0,PROGRAM_BUDGET_CONCENTRATION,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,3,719,369
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3832:500,434,국립나주병원,3832,나주병원정보화사업(손익),500,"나주병원 전산주요사업(정보화,손익)",119000000,119000000,116569380,2430620,0,2430620,0.9795746218487394,0.016543862088141247,0.0017291911211284074,4.0,PROGRAM_BUDGET_CONCENTRATION,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,4,720,370
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3862:500,434,국립나주병원,3862,나주병원정보화사업(자본),500,"나주병원 전산주요사업(정보화,자본)",107000000,107000000,106575440,424560,0,424560,0.9960321495327102,0.014875573474211038,0.0003020403775112015,5.0,PROGRAM_BUDGET_CONCENTRATION,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,5,721,371
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:434:3800:3831:650,434,국립나주병원,3831,나주병원운영(손익),650,나주병원 교육 및 실습 수입대체경비,80000000,481194000,387067110,94126890,0,94126890,0.8043888951233806,0.011121924092868066,0.06696373042574745,6.0,PROGRAM_BUDGET_CONCENTRATION;MULTIPLE_FINANCIAL_SIGNALS,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,84,43,41.0,87.0,16.25,30.0,35,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,6,722,372
075:2022:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,FULL_POPULATION_REVIEWABLE,True,PROGRAM_YEAR_ACCOUNT,PROGRAM_LEVEL_REFERENCE_NOT_PROJECT_PERFORMANCE,False,PROJECT_FINANCIAL_CONTEXT_ONLY,code:2022:075:437:4100:4131:305,437,국립공주병원,4131,국립공주병원 운영(손익),305,공주병원 병원관리 및 운영(손익),4124000000,4124000000,3283143510,840856490,0,840856490,0.79610657371484,0.7335467805051583,0.8807341691415314,1.0,PROGRAM_BUDGET_CONCENTRATION;MULTIPLE_FINANCIAL_SIGNALS,OBSERVATION_START,LEFT_CENSORED,CLEAR,MEDIUM,True,True,C:\00_Sookmyunguniv\2026_SUMMER\2026 재정데이터분석경진대회(본선진출)\본선\프로젝트 수행\code\openapi 명세\실데이터\사업별결산세출지출현황\사업별결산세출지출현황_2022.csv,REPEATED_OR_MULTIPLE,READY_FOR_REVIEW,85,44,43.5,92.0,18.5,30.0,39,False,False,REPEATED_OR_MULTIPLE,1,반복·복수 신호의 원인을 세부사업과 원문에서 확인,LIMITED,2,0,True,PROGRAM_STRUCTURE_CONTEXT,1,723,373
