source_indicator_id,reviewer,review_status,review_note,review_confirmed_at
중기부-2022-II2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅱ-2(중소기업수출촉진지원) ②신규수출기업수 목표치가 '1,747(개)'로 인쇄되어 있어 수기입력값(1747)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-III1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 2쪽(원본 177쪽, 인쇄쪽번호 -169-)을 이미지로 렌더링해 육안 확인. 프로그램목표Ⅲ-1(창업환경조성) ①법인창업 기업수 목표치가 '114,749(개)'로 인쇄되어 있어 수기입력값(114,749)·별첨6 변경전값(114,749)과 모두 일치함을 확인했습니다. OCR 교차검증값 '169'는 이 페이지가 표 전체가 이미지로 렌더링돼 텍스트 레이어가 거의 없는(char_count=7) 페이지라서, 로컬 Tesseract OCR이 목표치 셀 대신 페이지 하단 인쇄쪽번호(-169-)를 잘못 읽어들인 것으로 판단됩니다. 수기값은 정확하며 documented_change_ocr_conflict는 OCR 추출 실패로 인한 오탐임을 확인했습니다.",2026-07-28
중기부-2022-III1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅲ-1(창업환경조성) ②수혜 창업기업 2년차 생존율 목표치가 '80.7(%)'로 인쇄되어 있어 수기입력값(80.7)과 일치함을 확인했습니다. 2022년도 성과보고서_중소벤처기업부-170-212.pdf 7쪽을 렌더링해 육안 대조한 결과 '22년 실적 83.0, 목표대비달성률 102.9%로 인쇄되어 있어 수기입력값(실적 83, 달성률 102.9)과 일치합니다. 자동추출이 None으로 남은 것은 이 셀의 텍스트 레이어가 PUA(사용자 정의 영역) 글리프로 깨져 있어 발생한 추출 실패이며, 값 자체는 오류가 아닙니다.",2026-07-28
중기부-2022-III1-03,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 2쪽(원본 177쪽)을 이미지로 렌더링해 육안 확인. 프로그램목표Ⅲ-1(창업환경조성) ③자금공급 수혜 중소기업 매출액 증가율 목표치가 '16.6(%)'로 인쇄되어 있어 수기입력값(16.6)과 일치함을 확인했습니다. 자동추출값(planned_target_numeric_pdf=8.13)은 같은 지표명을 먼저 쓰는 프로그램목표Ⅱ-1(중기부-2022-II1-01)의 값을 잘못 가져온 것으로 확인됐습니다(지표명 충돌 버그, _flag_indicator_name_collisions로 AMBIGUOUS 처리됨). 수기값 16.6이 이 행의 정답이며, 자동추출값 8.13은 이 행에는 해당하지 않는 값입니다.",2026-07-28
중기부-2022-III2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅲ-2(벤처기업활성화지원) ①벤처투자 받은 기업의 일자리 창출 목표치가 '2.3(만명)'로 인쇄되어 있어 수기입력값(2.3)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-III2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅲ-2(벤처기업활성화지원) ②벤처기업 고용인원증가율 목표치가 '7.90(%)'로 인쇄되어 있어 수기입력값(7.9)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-III2-03,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅲ-2(벤처기업활성화지원) ③매출 천억원을 달성한 벤처확인 이력기업 수 목표치가 '639(개)'로 인쇄되어 있어 수기입력값(639)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-IIII1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 2쪽(원본 177쪽, 인쇄쪽번호 -169-)을 이미지로 렌더링해 육안 확인. 프로그램목표Ⅳ-1(중소기업기술개발지원) ①등록특허 SMART 평가 목표치가 '4.2(점)'로 인쇄되어 있어 수기입력값(4.2)·별첨6 변경전값(4.2)과 모두 일치함을 확인했습니다. OCR 교차검증값 '6.0'은 위 III1-01과 같은 이유(표가 이미지라 텍스트 레이어 거의 없음)로 로컬 OCR이 오독한 값으로 판단됩니다. 수기값은 정확하며 documented_change_ocr_conflict는 OCR 추출 실패로 인한 오탐임을 확인했습니다.",2026-07-28
중기부-2022-IIII1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅳ-1(중소기업기술개발지원) ②정부출연금 1억원 당 누적 매출액 목표치가 '2.44(억원)'로 인쇄되어 있어 수기입력값(2.44)과 일치함을 확인했습니다. 2022년도 성과보고서_중소벤처기업부-170-212.pdf 8쪽을 렌더링해 육안 대조한 결과 '22년 실적 (2.4), 목표대비달성률 98.4%로 인쇄되어 있어 수기입력값(실적 2.4, 달성률 98.4)과 일치합니다. 자동추출이 None으로 남은 것은 이 셀의 텍스트 레이어가 PUA(사용자 정의 영역) 글리프로 깨져 있어 발생한 추출 실패이며, 값 자체는 오류가 아닙니다.",2026-07-28
중기부-2022-IIII2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅳ-2(중소기업인력지원) ①인력양성사업 대상자 취업률 목표치가 '68.7(%)'로 인쇄되어 있어 수기입력값(68.7)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-IIII2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅳ-2(중소기업인력지원) ②인력지원사업 만족도 목표치가 '4.40(점)'로 인쇄되어 있어 수기입력값(4.4)과 일치함을 확인했습니다. 보고서 실적/달성률은 자동매칭이 이미 EXACT_MATCH로 확인한 값입니다.",2026-07-28
중기부-2022-IIIII1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 3쪽(별첨1 총괄현황·요약표)을 렌더링해 육안 대조한 결과 프로그램목표Ⅴ-1(소상공인·전통시장지원) ①정책수혜소상공인생존율 목표치가 '44.7(%)'로 인쇄되어 있어 수기입력값(44.7)과 정확히 일치합니다. 자동추출값(VALUE_MISMATCH로 표시된 89.1)은 오류가 아니라, 별첨6 변경사항표에 변경전 44.7→변경후 89.1, 변경사유 '실적치 확정 변경'으로 명확히 문서화된 개정치입니다. 즉 계획서 원문에 실린 최초 목표치는 수기값(44.7)이 맞고, 별첨6이 가리키는 개정 목표치(89.1)는 2022년도 성과보고서_중소벤처기업부-170-212.pdf 8쪽 목표대비달성률 표의 '22년 목표' 칸에 그대로 실려 있어 두 값 모두 각자 문서상 정확합니다(전년도 실적 확정에 따른 사후 목표 개정으로, VALUE_MISMATCH가 아니라 MATCH_AFTER_CHANGE 성격의 차이로 해석해야 함). 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 '22년 실적 86.9, 달성률 97.5%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2022-IIIII1-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅴ-1(소상공인·전통시장지원) ②전통시장매출액 목표치가 '28.7(조원)'로 인쇄되어 있어 수기입력값(28.7)과 일치함을 확인했습니다. 2022년도 성과보고서_중소벤처기업부-170-212.pdf 8쪽을 렌더링해 육안 대조한 결과 '22년 실적 25.3, 목표대비달성률 98.8%로 인쇄되어 있습니다. 수기입력(Excel)에는 이 행의 실적/달성률이 원래 비어 있었고(MANUAL_MISSING_PDF_PRESENT), 자동추출값이 이 원문과 일치함을 확인했으므로 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2022-IIIII2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 3쪽(별첨1 총괄현황·요약표)을 렌더링해 육안 대조한 결과 프로그램목표Ⅴ-2(동반성장지원) ①대중소기업 간 상생협력 프로그램 운영 실적 목표치가 '2,900(건)'로 인쇄되어 있어 수기입력값(2900)과 정확히 일치합니다. 자동추출값(VALUE_MISMATCH로 표시된 3,342)은 오류가 아니라, 별첨6 변경사항표에 변경전 2,900→변경후 3,342, 변경사유 '실적치 확정 변경'으로 명확히 문서화된 개정치입니다. 즉 계획서 원문에 실린 최초 목표치는 수기값(2900)이 맞고, 별첨6이 가리키는 개정 목표치(3,342)는 2022년도 성과보고서_중소벤처기업부-170-212.pdf 9쪽 목표대비달성률 표의 '22년 목표' 칸에 그대로 실려 있어 두 값 모두 각자 문서상 정확합니다(전년도 실적 확정에 따른 사후 목표 개정으로, VALUE_MISMATCH가 아니라 MATCH_AFTER_CHANGE 성격의 차이로 해석해야 함). 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 '22년 실적 4023, 달성률 120.4%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2022-IIIII2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2022년도 성과계획서_중소벤처기업부-176-216.pdf 별첨1 세부현황 목표치를 자동추출이 실패해 OCR_REQUIRED로 표시됐던 행입니다. 실제로는 34~37쪽(세부현황, 표 자체가 이미지)이 아니라 1~3쪽(별첨1 총괄현황·요약표, 텍스트 레이어 정상)에 같은 목표치가 그대로 적혀 있어, 이 요약표를 이미지로 렌더링해 육안 대조했습니다. 프로그램목표Ⅴ-2(동반성장지원) ②장애인 창업률 목표치가 '40.6(%)'로 인쇄되어 있어 수기입력값(40.6)과 일치함을 확인했습니다. 2022년도 성과보고서_중소벤처기업부-170-212.pdf 9쪽을 렌더링해 육안 대조한 결과 '22년 실적 45.1, 목표대비달성률 103.9%로 인쇄되어 있습니다. 수기입력(Excel)에는 이 행의 실적/달성률이 원래 비어 있었고(MANUAL_MISSING_PDF_PRESENT), 자동추출값이 이 원문과 일치함을 확인했으므로 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-I1-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 1쪽(별첨1 세부현황)의 ①중소기업지원사업 만족도 목표치가 '75.0(점)'로 인쇄되어 있어 수기입력값(75)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 4쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '75.8'가 실려 있고, 별첨6 변경사항표에 변경전 75.0(점)→변경후 75.8, 수정사유 ''22년 실적치가 '23년 목표치를 상회하여 '23년에는 전년 대비 1% 상승한 75.8점으로 설정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 69.9, 달성률 92.2%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-I1-03,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 1쪽(별첨1 세부현황)의 ③마케팅지원사업 참여기업의 판매증가율 목표치가 '2.05(%)'로 인쇄되어 있어 수기입력값(2.05)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 5쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '27.7'가 실려 있고, 별첨6 변경사항표에 변경전 2.05(%)→변경후 27.7, 수정사유 ''22년 실적치 고려하여 최근 5년간 평균증가율 반영하여 '23년 목표 상향조정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 44.3, 달성률 159.9%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-I2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 1쪽(별첨1 세부현황)의 ①지역기업육성사업 일자리 창출 목표치가 '7.6(명/국비10억원당)'로 인쇄되어 있어 수기입력값(7.6)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 5쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '12.6'가 실려 있고, 별첨6 변경사항표에 변경전 7.6(명/국비10억원당)→변경후 12.6, 수정사유 ''22년 실적치 고려하여 '23년 목표 상향조정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 13.8, 달성률 109.5%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-I2-02,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 1쪽(별첨1 세부현황)의 ②지역산업육성사업 사업화 매출효과 목표치가 '11.03(억원)'로 인쇄되어 있어 수기입력값(11.03)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 5쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '14.7'가 실려 있고, 별첨6 변경사항표에 변경전 11.03(억원)→변경후 14.7, 수정사유 ''22년 실적치 고려하여 '23년 목표 상향조정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 16.8, 달성률 114.3%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
중기부-2023-II2-01,"프로젝트팀(원문 이미지 육안검토, 에이전트 화면 공유로 확인)",CONFIRMED,"2023년도 성과계획서_중소벤처기업부-184-224.pdf 2쪽(별첨1 세부현황)의 ①수출지원 기업 수출액 증가율 목표치가 '8.6(%)'로 인쇄되어 있어 수기입력값(8.6)과 일치합니다. 이 행이 VALUE_MISMATCH로 분류된 것은 plan_target이 아니라 report_target_match_status 때문입니다: 2023년도 성과보고서_중소벤처기업부-179-226.pdf 6쪽 성과달성도 표의 '목표' 칸에는 개정 목표치 '4.2'가 실려 있고, 별첨6 변경사항표에 변경전 8.6(%)→변경후 4.2, 수정사유 '최근 5년간 전체 중소기업 수출 증가율인 2.8%보다 약 1.5배 높은 목표(4.2%) 설정'로 명확히 문서화돼 있습니다. 즉 계획서 원문 목표치(수기값)와 보고서 개정 목표치는 각자 문서상 정확하며, 이는 오류가 아니라 MATCH_AFTER_CHANGE 성격의 목표치 사후 조정입니다. 이 행의 실적/달성률은 수기입력에는 비어 있었으나(MANUAL_MISSING_PDF_PRESENT), 같은 보고서 페이지에서 실적 8.05, 달성률 191.7%로 육안 확인해 자동추출값을 그대로 채택합니다.",2026-07-28
